A (base 10)   | A (base 8)       | A (binary)                                     | Output
35184372089242| 1000000000000632 | 1000000000000000000000000000000000000110011010 | 0,7,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089243| 1000000000000633 | 1000000000000000000000000000000000000110011011 | 7,7,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089244| 1000000000000634 | 1000000000000000000000000000000000000110011100 | 0,7,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089245| 1000000000000635 | 1000000000000000000000000000000000000110011101 | 4,7,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089246| 1000000000000636 | 1000000000000000000000000000000000000110011110 | 5,7,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089247| 1000000000000637 | 1000000000000000000000000000000000000110011111 | 1,7,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089248| 1000000000000640 | 1000000000000000000000000000000000000110100000 | 3,3,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089249| 1000000000000641 | 1000000000000000000000000000000000000110100001 | 6,3,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089250| 1000000000000642 | 1000000000000000000000000000000000000110100010 | 4,3,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089251| 1000000000000643 | 1000000000000000000000000000000000000110100011 | 7,3,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089252| 1000000000000644 | 1000000000000000000000000000000000000110100100 | 0,3,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089253| 1000000000000645 | 1000000000000000000000000000000000000110100101 | 4,3,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089254| 1000000000000646 | 1000000000000000000000000000000000000110100110 | 4,3,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089255| 1000000000000647 | 1000000000000000000000000000000000000110100111 | 2,3,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089256| 1000000000000650 | 1000000000000000000000000000000000000110101000 | 2,2,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089257| 1000000000000651 | 1000000000000000000000000000000000000110101001 | 4,2,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089258| 1000000000000652 | 1000000000000000000000000000000000000110101010 | 0,2,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089259| 1000000000000653 | 1000000000000000000000000000000000000110101011 | 7,2,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089260| 1000000000000654 | 1000000000000000000000000000000000000110101100 | 0,2,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089261| 1000000000000655 | 1000000000000000000000000000000000000110101101 | 4,2,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089262| 1000000000000656 | 1000000000000000000000000000000000000110101110 | 4,2,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089263| 1000000000000657 | 1000000000000000000000000000000000000110101111 | 2,2,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089264| 1000000000000660 | 1000000000000000000000000000000000000110110000 | 1,0,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089265| 1000000000000661 | 1000000000000000000000000000000000000110110001 | 2,0,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089266| 1000000000000662 | 1000000000000000000000000000000000000110110010 | 4,0,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089267| 1000000000000663 | 1000000000000000000000000000000000000110110011 | 7,0,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089268| 1000000000000664 | 1000000000000000000000000000000000000110110100 | 0,0,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089269| 1000000000000665 | 1000000000000000000000000000000000000110110101 | 4,0,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089270| 1000000000000666 | 1000000000000000000000000000000000000110110110 | 4,0,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089271| 1000000000000667 | 1000000000000000000000000000000000000110110111 | 3,0,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089272| 1000000000000670 | 1000000000000000000000000000000000000110111000 | 0,3,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089273| 1000000000000671 | 1000000000000000000000000000000000000110111001 | 0,3,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089274| 1000000000000672 | 1000000000000000000000000000000000000110111010 | 0,3,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089275| 1000000000000673 | 1000000000000000000000000000000000000110111011 | 7,3,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089276| 1000000000000674 | 1000000000000000000000000000000000000110111100 | 0,3,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089277| 1000000000000675 | 1000000000000000000000000000000000000110111101 | 4,3,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089278| 1000000000000676 | 1000000000000000000000000000000000000110111110 | 4,3,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089279| 1000000000000677 | 1000000000000000000000000000000000000110111111 | 3,3,1,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089280| 1000000000000700 | 1000000000000000000000000000000000000111000000 | 7,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089281| 1000000000000701 | 1000000000000000000000000000000000000111000001 | 6,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089282| 1000000000000702 | 1000000000000000000000000000000000000111000010 | 4,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089283| 1000000000000703 | 1000000000000000000000000000000000000111000011 | 7,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089284| 1000000000000704 | 1000000000000000000000000000000000000111000100 | 0,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089285| 1000000000000705 | 1000000000000000000000000000000000000111000101 | 5,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089286| 1000000000000706 | 1000000000000000000000000000000000000111000110 | 7,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089287| 1000000000000707 | 1000000000000000000000000000000000000111000111 | 4,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089288| 1000000000000710 | 1000000000000000000000000000000000000111001000 | 6,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089289| 1000000000000711 | 1000000000000000000000000000000000000111001001 | 4,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089290| 1000000000000712 | 1000000000000000000000000000000000000111001010 | 0,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089291| 1000000000000713 | 1000000000000000000000000000000000000111001011 | 7,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089292| 1000000000000714 | 1000000000000000000000000000000000000111001100 | 0,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089293| 1000000000000715 | 1000000000000000000000000000000000000111001101 | 5,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089294| 1000000000000716 | 1000000000000000000000000000000000000111001110 | 7,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089295| 1000000000000717 | 1000000000000000000000000000000000000111001111 | 4,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089296| 1000000000000720 | 1000000000000000000000000000000000000111010000 | 5,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089297| 1000000000000721 | 1000000000000000000000000000000000000111010001 | 2,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089298| 1000000000000722 | 1000000000000000000000000000000000000111010010 | 4,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089299| 1000000000000723 | 1000000000000000000000000000000000000111010011 | 7,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089300| 1000000000000724 | 1000000000000000000000000000000000000111010100 | 0,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089301| 1000000000000725 | 1000000000000000000000000000000000000111010101 | 5,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089302| 1000000000000726 | 1000000000000000000000000000000000000111010110 | 7,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089303| 1000000000000727 | 1000000000000000000000000000000000000111010111 | 5,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089304| 1000000000000730 | 1000000000000000000000000000000000000111011000 | 4,7,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089305| 1000000000000731 | 1000000000000000000000000000000000000111011001 | 0,7,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089306| 1000000000000732 | 1000000000000000000000000000000000000111011010 | 0,7,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089307| 1000000000000733 | 1000000000000000000000000000000000000111011011 | 7,7,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089308| 1000000000000734 | 1000000000000000000000000000000000000111011100 | 0,7,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089309| 1000000000000735 | 1000000000000000000000000000000000000111011101 | 5,7,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089310| 1000000000000736 | 1000000000000000000000000000000000000111011110 | 7,7,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089311| 1000000000000737 | 1000000000000000000000000000000000000111011111 | 5,7,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089312| 1000000000000740 | 1000000000000000000000000000000000000111100000 | 3,3,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089313| 1000000000000741 | 1000000000000000000000000000000000000111100001 | 6,3,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089314| 1000000000000742 | 1000000000000000000000000000000000000111100010 | 4,3,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089315| 1000000000000743 | 1000000000000000000000000000000000000111100011 | 7,3,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089316| 1000000000000744 | 1000000000000000000000000000000000000111100100 | 0,3,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089317| 1000000000000745 | 1000000000000000000000000000000000000111100101 | 5,3,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089318| 1000000000000746 | 1000000000000000000000000000000000000111100110 | 6,3,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089319| 1000000000000747 | 1000000000000000000000000000000000000111100111 | 6,3,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089320| 1000000000000750 | 1000000000000000000000000000000000000111101000 | 2,2,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089321| 1000000000000751 | 1000000000000000000000000000000000000111101001 | 4,2,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089322| 1000000000000752 | 1000000000000000000000000000000000000111101010 | 0,2,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089323| 1000000000000753 | 1000000000000000000000000000000000000111101011 | 7,2,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089324| 1000000000000754 | 1000000000000000000000000000000000000111101100 | 0,2,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089325| 1000000000000755 | 1000000000000000000000000000000000000111101101 | 5,2,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089326| 1000000000000756 | 1000000000000000000000000000000000000111101110 | 6,2,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089327| 1000000000000757 | 1000000000000000000000000000000000000111101111 | 6,2,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089328| 1000000000000760 | 1000000000000000000000000000000000000111110000 | 1,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089329| 1000000000000761 | 1000000000000000000000000000000000000111110001 | 2,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089330| 1000000000000762 | 1000000000000000000000000000000000000111110010 | 4,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089331| 1000000000000763 | 1000000000000000000000000000000000000111110011 | 7,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089332| 1000000000000764 | 1000000000000000000000000000000000000111110100 | 0,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089333| 1000000000000765 | 1000000000000000000000000000000000000111110101 | 5,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089334| 1000000000000766 | 1000000000000000000000000000000000000111110110 | 6,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089335| 1000000000000767 | 1000000000000000000000000000000000000111110111 | 7,0,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089336| 1000000000000770 | 1000000000000000000000000000000000000111111000 | 0,3,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089337| 1000000000000771 | 1000000000000000000000000000000000000111111001 | 0,3,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089338| 1000000000000772 | 1000000000000000000000000000000000000111111010 | 0,3,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089339| 1000000000000773 | 1000000000000000000000000000000000000111111011 | 7,3,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089340| 1000000000000774 | 1000000000000000000000000000000000000111111100 | 0,3,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089341| 1000000000000775 | 1000000000000000000000000000000000000111111101 | 5,3,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089342| 1000000000000776 | 1000000000000000000000000000000000000111111110 | 6,3,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089343| 1000000000000777 | 1000000000000000000000000000000000000111111111 | 7,3,0,7,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089344| 1000000000001000 | 1000000000000000000000000000000000001000000000 | 7,7,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089345| 1000000000001001 | 1000000000000000000000000000000000001000000001 | 6,7,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089346| 1000000000001002 | 1000000000000000000000000000000000001000000010 | 4,7,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089347| 1000000000001003 | 1000000000000000000000000000000000001000000011 | 7,7,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089348| 1000000000001004 | 1000000000000000000000000000000000001000000100 | 7,7,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089349| 1000000000001005 | 1000000000000000000000000000000000001000000101 | 2,7,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089350| 1000000000001006 | 1000000000000000000000000000000000001000000110 | 1,7,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089351| 1000000000001007 | 1000000000000000000000000000000000001000000111 | 0,7,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089352| 1000000000001010 | 1000000000000000000000000000000000001000001000 | 6,6,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089353| 1000000000001011 | 1000000000000000000000000000000000001000001001 | 4,6,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089354| 1000000000001012 | 1000000000000000000000000000000000001000001010 | 0,6,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089355| 1000000000001013 | 1000000000000000000000000000000000001000001011 | 7,6,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089356| 1000000000001014 | 1000000000000000000000000000000000001000001100 | 7,6,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089357| 1000000000001015 | 1000000000000000000000000000000000001000001101 | 2,6,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089358| 1000000000001016 | 1000000000000000000000000000000000001000001110 | 1,6,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089359| 1000000000001017 | 1000000000000000000000000000000000001000001111 | 0,6,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089360| 1000000000001020 | 1000000000000000000000000000000000001000010000 | 5,4,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089361| 1000000000001021 | 1000000000000000000000000000000000001000010001 | 2,4,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089362| 1000000000001022 | 1000000000000000000000000000000000001000010010 | 4,4,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089363| 1000000000001023 | 1000000000000000000000000000000000001000010011 | 7,4,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089364| 1000000000001024 | 1000000000000000000000000000000000001000010100 | 7,4,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089365| 1000000000001025 | 1000000000000000000000000000000000001000010101 | 2,4,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089366| 1000000000001026 | 1000000000000000000000000000000000001000010110 | 1,4,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089367| 1000000000001027 | 1000000000000000000000000000000000001000010111 | 1,4,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089368| 1000000000001030 | 1000000000000000000000000000000000001000011000 | 4,7,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089369| 1000000000001031 | 1000000000000000000000000000000000001000011001 | 0,7,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089370| 1000000000001032 | 1000000000000000000000000000000000001000011010 | 0,7,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089371| 1000000000001033 | 1000000000000000000000000000000000001000011011 | 7,7,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089372| 1000000000001034 | 1000000000000000000000000000000000001000011100 | 7,7,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089373| 1000000000001035 | 1000000000000000000000000000000000001000011101 | 2,7,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089374| 1000000000001036 | 1000000000000000000000000000000000001000011110 | 1,7,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089375| 1000000000001037 | 1000000000000000000000000000000000001000011111 | 1,7,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089376| 1000000000001040 | 1000000000000000000000000000000000001000100000 | 3,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089377| 1000000000001041 | 1000000000000000000000000000000000001000100001 | 6,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089378| 1000000000001042 | 1000000000000000000000000000000000001000100010 | 4,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089379| 1000000000001043 | 1000000000000000000000000000000000001000100011 | 7,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089380| 1000000000001044 | 1000000000000000000000000000000000001000100100 | 7,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089381| 1000000000001045 | 1000000000000000000000000000000000001000100101 | 2,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089382| 1000000000001046 | 1000000000000000000000000000000000001000100110 | 0,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089383| 1000000000001047 | 1000000000000000000000000000000000001000100111 | 2,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089384| 1000000000001050 | 1000000000000000000000000000000000001000101000 | 2,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089385| 1000000000001051 | 1000000000000000000000000000000000001000101001 | 4,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089386| 1000000000001052 | 1000000000000000000000000000000000001000101010 | 0,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089387| 1000000000001053 | 1000000000000000000000000000000000001000101011 | 7,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089388| 1000000000001054 | 1000000000000000000000000000000000001000101100 | 7,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089389| 1000000000001055 | 1000000000000000000000000000000000001000101101 | 2,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089390| 1000000000001056 | 1000000000000000000000000000000000001000101110 | 0,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089391| 1000000000001057 | 1000000000000000000000000000000000001000101111 | 2,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089392| 1000000000001060 | 1000000000000000000000000000000000001000110000 | 1,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089393| 1000000000001061 | 1000000000000000000000000000000000001000110001 | 2,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089394| 1000000000001062 | 1000000000000000000000000000000000001000110010 | 4,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089395| 1000000000001063 | 1000000000000000000000000000000000001000110011 | 7,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089396| 1000000000001064 | 1000000000000000000000000000000000001000110100 | 7,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089397| 1000000000001065 | 1000000000000000000000000000000000001000110101 | 2,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089398| 1000000000001066 | 1000000000000000000000000000000000001000110110 | 0,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089399| 1000000000001067 | 1000000000000000000000000000000000001000110111 | 3,3,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089400| 1000000000001070 | 1000000000000000000000000000000000001000111000 | 0,4,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089401| 1000000000001071 | 1000000000000000000000000000000000001000111001 | 0,4,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089402| 1000000000001072 | 1000000000000000000000000000000000001000111010 | 0,4,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089403| 1000000000001073 | 1000000000000000000000000000000000001000111011 | 7,4,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089404| 1000000000001074 | 1000000000000000000000000000000000001000111100 | 7,4,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089405| 1000000000001075 | 1000000000000000000000000000000000001000111101 | 2,4,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089406| 1000000000001076 | 1000000000000000000000000000000000001000111110 | 0,4,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089407| 1000000000001077 | 1000000000000000000000000000000000001000111111 | 3,4,6,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089408| 1000000000001100 | 1000000000000000000000000000000000001001000000 | 7,6,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089409| 1000000000001101 | 1000000000000000000000000000000000001001000001 | 6,6,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089410| 1000000000001102 | 1000000000000000000000000000000000001001000010 | 4,6,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089411| 1000000000001103 | 1000000000000000000000000000000000001001000011 | 7,6,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089412| 1000000000001104 | 1000000000000000000000000000000000001001000100 | 7,6,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089413| 1000000000001105 | 1000000000000000000000000000000000001001000101 | 3,6,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089414| 1000000000001106 | 1000000000000000000000000000000000001001000110 | 3,6,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089415| 1000000000001107 | 1000000000000000000000000000000000001001000111 | 4,6,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089416| 1000000000001110 | 1000000000000000000000000000000000001001001000 | 6,4,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089417| 1000000000001111 | 1000000000000000000000000000000000001001001001 | 4,4,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089418| 1000000000001112 | 1000000000000000000000000000000000001001001010 | 0,4,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089419| 1000000000001113 | 1000000000000000000000000000000000001001001011 | 7,4,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089420| 1000000000001114 | 1000000000000000000000000000000000001001001100 | 7,4,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089421| 1000000000001115 | 1000000000000000000000000000000000001001001101 | 3,4,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089422| 1000000000001116 | 1000000000000000000000000000000000001001001110 | 3,4,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089423| 1000000000001117 | 1000000000000000000000000000000000001001001111 | 4,4,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089424| 1000000000001120 | 1000000000000000000000000000000000001001010000 | 5,0,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089425| 1000000000001121 | 1000000000000000000000000000000000001001010001 | 2,0,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089426| 1000000000001122 | 1000000000000000000000000000000000001001010010 | 4,0,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089427| 1000000000001123 | 1000000000000000000000000000000000001001010011 | 7,0,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089428| 1000000000001124 | 1000000000000000000000000000000000001001010100 | 7,0,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089429| 1000000000001125 | 1000000000000000000000000000000000001001010101 | 3,0,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089430| 1000000000001126 | 1000000000000000000000000000000000001001010110 | 3,0,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089431| 1000000000001127 | 1000000000000000000000000000000000001001010111 | 5,0,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089432| 1000000000001130 | 1000000000000000000000000000000000001001011000 | 4,7,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089433| 1000000000001131 | 1000000000000000000000000000000000001001011001 | 0,7,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089434| 1000000000001132 | 1000000000000000000000000000000000001001011010 | 0,7,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089435| 1000000000001133 | 1000000000000000000000000000000000001001011011 | 7,7,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089436| 1000000000001134 | 1000000000000000000000000000000000001001011100 | 7,7,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089437| 1000000000001135 | 1000000000000000000000000000000000001001011101 | 3,7,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089438| 1000000000001136 | 1000000000000000000000000000000000001001011110 | 3,7,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089439| 1000000000001137 | 1000000000000000000000000000000000001001011111 | 5,7,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089440| 1000000000001140 | 1000000000000000000000000000000000001001100000 | 3,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089441| 1000000000001141 | 1000000000000000000000000000000000001001100001 | 6,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089442| 1000000000001142 | 1000000000000000000000000000000000001001100010 | 4,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089443| 1000000000001143 | 1000000000000000000000000000000000001001100011 | 7,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089444| 1000000000001144 | 1000000000000000000000000000000000001001100100 | 7,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089445| 1000000000001145 | 1000000000000000000000000000000000001001100101 | 3,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089446| 1000000000001146 | 1000000000000000000000000000000000001001100110 | 2,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
